user_name;short_description;rating;rating_length;rating_width;size;body_size;review_text;product_id
Nadine;Ausgestelltes Midikleid aus Spitze;5;0;;40/42;170-174;Sehr schöne Farbe wie auf den Bildern!;3665676491
Nadine;Hose aus Viskose-Mix;5;0;0;42;170-174;Einfach Klasse;4316451131
Nadine;Pullover mit Seidenanteil;5;;;40/42;165-169;Topartikel, habe zwei bestellt;4146954435
Nadine;Longbluse mit Schlitz aus fließender Viskose;5;0;;42;170-174;Super Qualität, wie erwartet;4910590319
Nadine;Bandeau-Kleid;5;;;40;170-174;Ich habe mein Lieblingstück gefunden;4166750887
Nadine;Barrel-Jeans;4;0;0;38;170-174;Alles hat gepasst;5846697827
Nadine;Anzugshose;4;;;40;170-174;Lässt sich gut mit weißen Hosen kombinieren;3339315393
Nadine;Pullover;5;0;0;40/42;170-174;Alles MEGA;5096505049
Nadine;Barrell Jeans Mid Waist, cropped;5;;;40;170-174;Schönes Stück;4534958667
Nadine;Baumwoll Parka im Utility Stil, halblang;5;0;0;42;170-174;Sehr gut;2906867245
Alice;7/8 Stretch-Hose mit floralem Drck;1;;;56;180-184;Die Hose sieht online toll aus, aber in echt? Schrecklich! Viel zu eng an den Oberschenkeln, obwohl ich meine normale Größe bestellt habe. Geht zurück!;3782703993
Alice;3/4- Hose mit Bindeband;1;;;54;;Ich war so aufgeregt wegen dieser Hose, aber leider ist die Passform total daneben. Der Bund ist viel zu weit und die Beine zu eng. Keine Empfehlung;2471411871
Alice;Jeans;1;;;56;180-184;Die Hose hat eine komische Form. Obenrum passt sie, aber an den Beinen ist sie viel zu eng. Sieht einfach nicht gut aus;4921602615
Alice;3/4- Hose mit Bindeband;2;;;56;180-184;Super Farbe, aber die Passform ist eine Katastrophe. Viel zu eng, unbequem und einfach nicht tragbar;2471411871
Alice;Pullover;1;;;56/58;175-179;Der Pullover ist viel zu kurz! Ich hatte gehofft, er wäre etwas länger, aber er hört direkt unter der Brust auf. Sieht komisch aus;5096505049
Alice;Pullover mit Polokragen;1;;;52/54;;Die Ärmel sind viel zu lang, und der Körper ist zu eng. Komische Passform, geht zurück;4769886779
Alice;Pullover mit  V-Ausschnitt vorn und hinten;1;;;56/58;;Der Ausschnitt ist viel zu weit, sodass ständig meine BH-Träger zu sehen sind. Nervt total;4562438071
Alice;Pullover, 3/4-Arm;3;;;56/58;;Der Stoff ist super, aber der Schnitt ist einfach nur schlecht. Der Pullover hängt total unförmig;3961164467
Alice;Kleid;1;;;54;;viel zu eng an der Brust, obwohl ich meine normale Größe bestellt habe. Sehr unbequem und unvorteilhaft;4487797417
Alice;Kleid aus Musselin;2;;;54;;Das Kleid hat eine komische Länge. Es ist weder richtig kurz noch richtig lang, sondern irgendwas dazwischen. Sieht doof aus;5109623149
Alice;Kleid mit Blumenprint;2;;;56/58;180-184;Zu weit an der Taille, sodass es aussieht, als hätte ich zugenommen. Keine gute Passform;3172473223
Alice;Kleid mit Spitze;2;;;60/62;180-184;Das Kleid ist am Oberkörper zu klein, aber an den Hüften zu weit. Passt überhaupt nicht zusammen;1392453903
Alice;Bluse bedruckt;1;;;54;;Die Knöpfe ziehen sich, weil die Bluse zu eng ist. Sieht billig aus und ist unbequem;2957661943
Alice;Bluse mit Plissée-Ärmeln;2;;;58;;Die Bluse ist viel zu weit an den Schultern, sodass sie ständig runterrutscht. Keine gute Passform;3800825557
Alice;Bluse, 3/4-Arm, mit Lochstickerei;2;;;56;;Am Bauch zu eng, aber an den Armen zu weit. Passt einfach nicht richtig;5111065079
Anna;Pullover mit Wollanteil;5;;;36/38;;Dieser Pullover ist einfach himmlisch! Die Wolle ist so unglaublich weich und angenehm auf der Haut. Kein Kratzen, kein Jucken, einfach nur Wohlfühlen!;5330865917
Anna;Pullover mit Knöpfen;5;0;0;32/34;;Ich bin begeistert! Endlich ein Pullover, der nicht nur gut aussieht, sondern sich auch fantastisch anfühlt. Die Bio-Baumwolle ist so sanft und atmungsaktiv. Perfekt!;3132187647
Anna;Pullover mit Farbverlauf;5;;;36/38;;Der Pullover ist super! Die Bio-Baumwolle ist von toller Qualität und fühlt sich einfach großartig an. Ich liebe es, ihn zu tragen!;3820269463
Anna;Hemdbluse;5;;;36;;Die Hemdbluse ist ein Traum! Der Stoff ist so leicht und luftig, perfekt für warme Tage. Sie liegt wunderbar auf der Haut und ist super angenehm zu tragen;5344347053
Anna;Bluse mit Seidenanteil;5;;;36;;Ich bin total happy mit dieser Bluse! Der Stoff ist von hervorragender Qualität und fühlt sich einfach toll an. Sie ist super bequem und sieht auch noch schick aus!;5811393581
Anna;Shirt aus Bio-Baumwolle;5;0;0;32/34;;Dieses Shirt ist einfach perfekt für jeden Tag! Die Bio-Baumwolle ist so weich und angenehm, es ist wie eine zweite Haut. Ich liebe es!;5320521393
Anna;Shirtbluse aus reiner Bio-Baumwolle;5;;;36/38;;Ich bin total begeistert von diesem Shirt! Die Bio-Baumwolle ist von super Qualität und fühlt sich einfach fantastisch an. Es ist super bequem und sieht auch noch toll aus. Würde ich immer wieder kaufen!;5298755233
Anna;Strandshorts;4;0;0;36;;Die Lieferung hat sich verzögert aber die Shorts sind sehr gut;4344769729
Anna;Stretch-Chinohose;4;0;0;38;;Alles in Ordnung;5736555283
Claudia;Kleid mit Volants;2;;;52/54;170-174;Das Kleid sah online super aus, aber die Qualität ist echt mies. Der Stoff fühlt sich billig an und die Farbe ist viel blasser als auf den Fotos. Enttäuschend!;3329821797
Claudia;Hose aus Viskose-Mix;1;0;0;56/58;170-174;Die Hose ist total unbequem und kratzt. Der Stoff ist so hart, das geht gar nicht. Schade ums Geld;4316451131
Claudia;Pullover;1;0;1;52/54;;Der Pullover fusselt extrem und die Farbe ist nach dem ersten Waschen total ausgeblichen. Nicht zu empfehlen;5096505049
Claudia;Bluse mit Gummizugbund;2;0;;56;170-174;Die Bluse ist okay, aber die Farbe ist viel dunkler als abgebildet. Ich hatte mir was ganz anderes vorgestellt;4569421635
Claudia;Jacke;2;0;-1;56;170-174;Die Lieferung war super schnell, das muss man sagen. Aber die Jacke ist total dünn und wirkt billig verarbeitet. Hätte mehr erwartet;2877953899
Claudia;Shirt aus softem Viskose-Mix;1;0;0;52/54;170-174;Das Shirt ist nach dem ersten Waschen total verzogen. Die Qualität ist echt schlecht. Finger weg!;5346417621
Claudia;Leggings mit Nieten;1;;;56/58;;Die Leggings sind viel zu dünn und man sieht alles durch. Billiger Stoff, keine gute Wahl;3951291871
Claudia;Sweatjacke aus softem Baumwoll-Mix;2;0;0;56/58;;Die Sweatjacke ist okay, aber die Farbe ist total anders als auf den Bildern. Ich wollte ein kräftiges Rot, bekommen habe ich ein blasses Orange;4975334531
Claudia;Maxikleid aus Viskose, O-Shape;3;;;56;;Die schnelle Lieferung ist echt top! Aber das Kleid ist total schlecht genäht und der Stoff ist unangenehm auf der Haut. Geht zurück;5091894857
Claudia;Rock aus softem Scuba;2;0;;44/46;170-174;Der Rock ist okay, aber die Farbe weicht stark ab. Ich wollte ein dunkles Blau, bekommen habe ich ein fast schwarzes. Schade;2915773055
Claudia;Bluse, weite Form;3;0;0;54;170-174;Die Bluse ist okay, aber die Qualität ist nicht so gut. Der Stoff ist ziemlich dünn und wirkt billig. Aber die Lieferung war echt schnell!;5008306011
Mary;Hose aus Baumwoll-Leinen-Mix, High-Waist;5;0;0;48;165-169;Die Hose ist super! Für den Preis echt top Qualität. Sitzt gut und sieht schick aus. Klare Kaufempfehlung!;5973446917
Mary;Shirt aus Bio-Baumwolle;5;0;0;44/46;165-169;Das Shirt ist mega bequem und der Stoff ist angenehm. Für den Preis unschlagbar;5320521393
Mary;Norweger Longpullover;5;0;0;36/38;165-169;Der Pullover ist total kuschelig und hält warm. Die Qualität ist für den Preis echt super;5494261995
Mary;Bluse mit Seidenanteil;5;0;;38;165-169;Die Bluse ist schick und gut verarbeitet;5811393581
Mary;Jacke;5;;;40;165-169;Die Jacke ist super für den Übergang. Die Qualität ist für den Preis angemessen. Schnelle Lieferung, alles top!;2877953899
Mary;Minikleid;5;0;0;36/38;165-169;Das Kleid ist total süß und sitzt gut. Kann ich nur empfehlen!;3415993273
Mary;Rock aus softem Scuba;5;0;0;40/42;165-169;Der Rock ist schick und gut verarbeitet. Das Preis-Leistungs-Verhältnis ist super. Bin sehr zufrieden!!;2915773055
Mary;Leggings mit Nieten;5;0;0;40/42;165-169;Die Leggings sind bequem und sitzen gut. Für den Preis echt in Ordnung;3951291871
Mary;Tanktop;5;0;0;40/42;165-169;Das Top ist schlicht, aber schick;6031570009
Mary;Sweatjacke mit Baumwolle;3;;;44/46;165-169;Die Sweatjacke ist bequem und hält warm. ABER: Nach dem ersten Waschen hat sich die Farbe total verändert. Sieht jetzt billig aus, schade;4145228223
Mary;Jeans in Wickeloptik;5;;;44;165-169;Die Jeans ist super! Sitzt gut und sieht schick aus;6001271531
Mary;Shirt;3;;;40/42;;Das Shirt ist mega bequem und der Stoff ist angenehm. Leider hat sich aber nach dem Waschen eine Naht gelöst. Musste es selbst reparieren, das nervt;4862331065
Mary;Pullover mit variablem Kragen;4;0;0;40/42;165-169;Der Pullover ist total kuschelig und hält warm. ABER: Er fusselt extrem! Überall sind kleine Fussel, das geht gar nicht. Hätte ich für den Preis mehr erwartet;5452980721
Karin;Minikleid aus strukturiertem Crepe mit Spitzen-Ärmel;5;;0;48/50;165-169;Das Kleid ist wunderschön! Das Muster ist total einzigartig und es steht mir super. Endlich mal was in meiner Größe, das nicht langweilig ist!;4259071113
Karin;Bluse, bedruckt;5;0;0;50;165-169;Die Bluse ist toll! Ich liebe das Muster und sie sitzt perfekt. Endlich mal eine Bluse, die in meiner Größe auch wirklich gut aussieht;2690072041
Karin;Shirt mit Muster;5;0;0;52/54;170-174;Das Shirt ist super bequem und das Muster ist echt cool. Die Verfügbarkeit in großen Größen ist echt ein Pluspunkt!;3576403881
Karin;Hose;4;;0;52;165-169;Die Hose ist an sich toll, aber die Lieferung hat ewig gedauert! Ich habe fast zwei Wochen gewartet. Das ist echt ärgerlich;4641652759
Karin;Rock mit Bindegürtel und Leinen;5;0;0;52;165-169;Der Rock ist super! Das Muster ist total schön und er sitzt perfekt. Endlich mal ein Rock, der in meiner Größe nicht zu kurz ist!;4365782339
Karin;Jacke;5;0;0;50;175-179;Die Jacke ist toll! Das Muster ist einzigartig und sie passt super. Endlich mal eine Jacke, die in meiner Größe auch wirklich gut aussieht;2877953899
Karin;Kleid mit Blumen;3;;0;54;170-174;Das Kleid ist wunderschön, aber die Lieferung hat ewig gedauert! Ich habe fast drei Wochen gewartet. Das ist echt nicht in Ordnung;4363081613
Karin;Pullover mit Wollanteil;5;;0;52/54;165-169;Der Pullover ist super bequem und das Muster ist echt cool. Die Verfügbarkeit in großen Größen ist echt ein Pluspunkt!;5330865917
Karin;Bluse aus nachhaltiger Viskose;2;0;0;52;165-169;Die Bluse ist toll, aber die Lieferung hat sich total verzögert! Ich habe über eine Woche gewartet. Das ist echt ärgerlich;5014823621
Karin;Shirt mit Kapuze;2;0;0;48/50;165-169;Das Shirt ist super, aber die Lieferung hat ewig gedauert! Ich habe fast zwei Wochen gewartet. Das ist echt nicht akzeptabel;5325027761
Jasmine;Kleid mit Lochstickerei;2;0;0;50;175-179;Das Kleid ist super schnell angekommen, aber der Stoff kratzt total! Ich konnte es nur einmal tragen, weil es so unangenehm auf der Haut ist;4328247713
Jasmine;Hose aus strukturierter Viskose;1;-1;-2;48;175-179;Die Hose ist so unbequem! Der Stoff ist steif und engt total ein. Ich kann mich darin kaum bewegen;4039443927
Jasmine;Rollkragenpullover aus Viskose-Mix;2;0;0;48/50;175-179;Der Pullover ist total schön, aber er fusselt wie verrückt! Alles ist voller kleiner Fussel, das nervt total. Und nach dem Waschen war die Farbe total blass;4646839937
Jasmine;Shirt aus Viskose-Mix;1;;;48/50;175-179;Das Shirt ist zwar schnell geliefert worden, aber der Stoff ist total unangenehm! Er klebt total am Körper und man schwitzt total darin;5130458721
Jasmine;Bluse mit Zebraprint;1;-1;0;48;175-179;Die Bluse ist total steif und unbequem! Der Stoff ist so dick, dass man sich kaum bewegen kann. Und nach dem Waschen hat sie die Farbe verloren;2778694715
Jasmine;Jacquard-Longstrickjacke mit Kapuze;2;;;44/46;175-179;Die Jacke ist so schwer und unbequem! Ich fühle mich darin total eingeengt. Und nach dem Waschen war die Farbe total anders;4054359265
Jasmine;Thermo-Leggings mit reflektierendem Print, knöchelfrei;1;1;1;48/50;175-179;Die Leggings sind total unbequem! Sie rutschen ständig runter und der Stoff ist so dünn, dass man alles durchsieht. Und sie fusseln total!;3373210741
Christina;Sport-Longtop, 2er Pack;4;0;0;40/42;165-169;Relativ schnell geliefert, alles sieht wie auf dem Bild aus;4169011849
Christina;Stretch-Cord-Rock in Midilänge;1;0;0;44/46;;Geht sofort zurück. Sieht gar nicht so wie am Modell aus;4556895495
Christina;Spitzenbluse;2;0;0;44;165-169;Die Farbe ist etwas heller und passt somit nicht zu meinen Hosen. Schade;3559615439
Christina;Rollkragenpullover mit Norwegermuster;1;0;0;44;;Der Stoff wirkt nicht so kuschelig, wie er aussieht;4750848773
Christina;Shirt aus Bio-Baumwolle;2;0;0;40/42;;Von Bio-Baumwolle habe ich mehr erwartet. Sehr enttäuscht;5320521393
Christina;Spitzenkleid mit Pailletten;2;0;;44/46;;Das Kleid sieht gut aus, aber der Stoff wirkt billiger als auf den Bildern;3675194871
Christina;Shaket mit Teddyfutter;4;0;0;44/46;165-169;Gut;4643874545
Justine;Sport-Shorts (2er Pack);5;0;0;32/34;165-169;Die Sportshorts sind super bequem! Der Stoff ist angenehm leicht und sie sitzten perfekt beim Sport;3167660769
Justine;Sport-Shirt, schnelltrocknend, Slim Fit;5;0;0;32/34;160-164;Das Sportshirt ist toll! Es ist atmungsaktiv und trägt sich sehr angenehm beim Training;5709507283
Justine;Leggings;5;0;0;32/34;160-164;Die Yoga-Leggings sind super! Sie bieten guten Halt und sind sehr bequem. Perfekt für meine Yoga-Session;3352796775
Justine;Thermo Sportjacke mit reflektierendem Druck;4;0;0;32/34;160-164;Die Trainingsjacke ist okay, aber der Stoff ist leider sehr dünn. Für den herbst ist sie super, aber für kühlere Tage leider nicht geeignet;2834341379
Justine;Tanktop;5;0;0;32/34;160-164;Das Tanktop ist super bequem beim Sport. Es ist atmungsaktiv und engt nicht ein;6031570009
Justine;Thermo-Leggings mit reflektierendem Print, knöchelfrei;5;0;0;32/34;160-164;Die Leggings sind super! Sie sitzten gut und sind sehr bequem. Perfekt für lange Radtouren;3373210741
Justine;Sport-Leggings mit Handy-Tasche, ausgestellt;4;0;0;32/34;160-164;Die Leggings ist okay, aber der Stoff ist leider sehr dünn. Man muss aufpassen, was man darunter trägt;5709510123
Justine;Shirt mit Raffung;3;0;0;32/34;160-164;Das Shirt ist okay, aber der Stoff ist leider sehr dünn. Für den Preis hätte ich etwas mehr erwartet;4500782165
Natali;Jacke in Lodenoptik;2;;;60;180-184;Die Jacke hat mir vom Stil her einfach nicht gefallen, als ich sie angezogen habe. Sie hat irgendwie altbacken gewirkt. Retourniert;1530543859
Natali;Bluse mit Volantärmel;2;;;62;180-184;Die Bluse hat überhaupt nicht gesessen und sah einfach nur komisch aus. Geht zurück;5233596967
Natali;Kurzmantel;1;1;-2;60;;Konnte ihn so leider nicht tragen;4574771081
Natali;Kleid mit Zipfelsaum;2;;-2;60/62;;Als ich das Kleid anprobiert habe, hat es mir überhaupt nicht gestanden. Der Schnitt war einfach nicht vorteilhaft für meine Figur. Geht leider zurück;3740945725
Natali;Hose;1;0;0;58;;Die Hose hat mir farblich nicht gefallen, total blass und langweilig;4932133209
Natali;Rollkragenpullover mit Struktur;3;0;0;56/58;;Ich fand den Pulli nicht so überzeugend, als ich den rausgepackt habe…;5425920755
Natali;Jumpsuit aus fließender Viskose;4;0;;60;;Gut;5135561893
Natali;Kaftan-Kleid aus reinem Leinen;4;0;0;60;180-184;Passt;6075114251
Natali;Kariertes Blusenkleid;4;;0;62;;Alles in Ordnung. Gerne mehr von solchen Teilen;4103268611
Ingrid;Kapuzensweatshirt mit Druck;5;;0;60/62;175-179;Alles Mega;4638027105
Ingrid;Hemdbluse;5;0;0;60;175-179;Klare Weiterempfehlung!!;4513843857
Ingrid;Kleid mit Glitzereffekt;5;0;0;60/62;175-179;Dieses Kleid! Einfach nur WOW! Ich fühle mich wie eine Göttin darin!;3079476921
Ingrid;Hose mit Glitzereffekt;5;0;1;62;175-179;Diese Hose... Liebe sie!;2844877921
Ingrid;Rollkragenpullover;5;0;0;60/62;175-179;Der Pullover ist so kuschelig! Ich möchte ihn am liebsten nie wieder ausziehen!;3402359707
Ingrid;Hemdbluse;5;0;1;62;175-179;Diese Bluse ist ein absoluter Hingucker!;5344347053
Ingrid;Shirt mit Carmenausschnitt;5;0;0;56/58;175-179;Das Shirt ist einfach perfekt!!;5217526877
Ingrid;Gesteppter Mantel mit Kapuze;5;0;0;58;175-179;Ein absolutes Must-have!!!!;4726329271
Ingrid;Rock mit Bindegürtel und Leinen;5;0;0;60;175-179;Dieser Rock! Ich fühle mich so frei und unbeschwert darin! Einfach wunderbar!;4365782339
Susanne;Hose;3;;0;50;;Ich kaufe diese Hose bei bonprix schon seit Jahren. Leider hat die Qualität neulich nachgelassen. Sehr schade;1476439175
Susanne;Top mit Knopfleiste;4;1;0;48/50;;Das Top ist ok, die Lieferzeit war aber ziemlich lang;3106459691
Susanne;Leggings aus Punto di Roma;5;;;52/54;;Die Leggings sind sehr bequem und die Passform stimmt;3556442817
Susanne;Jerseykleid mit Taschen;3;0;0;48/50;;Die Farbe sieht in echt eher blass aus. Sehr enttäuscht;3727868877
Susanne;Rollkragenpullover mit Farbverlauf;2;;;48/50;;Der Pulli sitzt ganz komisch. Ich weiß nicht, für welche Körperdimensionen diese Ärmel entwickelt wurden;4606858477
Susanne;Jeans-Overall;5;0;0;48;;Der Stoff is relativ dick. Die Qualität überzeugt;5874978305
Susanne;Jacke in Lodenoptik;5;0;0;50;;Schnelle Lieferung, alles hat gepasst;1530543859
Susanne;Hose;4;;;52;;Diese Hose bietet leider keinen Tragekomfort;4932133209
Susanne;Bluse mit Seidenanteil;5;;0;50;;Die Bluse in rot ist einfach klasse. Die Farbe ist wunderschön!;5811393581
Alina;Schlupfhose mit Druck;5;1;0;48/50;165-169;Gut;5977438521
Alina;Kleid;5;0;0;52/54;;Schönes Kleid;4749175537
Alina;Shirt aus Viskose;5;0;0;48/50;165-169;Supi;4957182031
Alina;Ripppullover mit Ballonärmel;5;0;0;48/50;165-169;Wundervoll;4626481557
Alina;Palazzo-Hose gestreift;2;0;-2;46;165-169;Geht zurück;3029275377
Alina;Pullover mit Herzauschnitt;1;2;;52/54;165-169;Ich habe den Pulli zurückgeschickt;5364674011
Alina;Shirt;1;;-2;48/50;165-169;Falsche Größe;3614580177
Alina;Sexy Kleid mit Bindeband;2;;;44/46;165-169;Musste leider zurückschicken;2892665189
Alina;Paper-Bag Hose;4;;;48;165-169;Alles prima;5274112059
Alina;Overall;5;;;48;165-169;Sehr schön;3741876663
Katrin;Bluse;4;0;2;38;155-159;Ich habe die Bluse in Größe 38 bestellt, und die Passform ist leider nicht ganz optimal. Im Schulterbereich sitzt sie gut, aber am Bauch ist sie etwas weiter geschnitten als erwartet. Ich hätte sie vielleicht doch eine Nummer kleiner bestellen sollen. Das Material ist Baumwolle, was grundsätzlich sehr angenehm ist, aber es knittert leider sehr schnell. Die Qualität scheint auf den ersten Blick gut zu sein, die Nähte sind sauber verarbeitet, aber ich bin gespannt, wie sie nach dem Waschen aussieht. Die Lieferung war super schnell, die Bluse war schon am nächsten Tag da, das war top! Die Farbe entspricht genau dem, was ich mir vorgestellt habe, ein schönes, kräftiges Blau. Der Preis ist für die gebotene Qualität angemessen, ich habe sie im Sale gekauft, was natürlich noch besser war. Der Tragekomfort ist okay, aber durch den etwas weiteren Schnitt am Bauch fühle ich mich nicht ganz so wohl darin. Ich werde sie wahrscheinlich trotzdem behalten, weil die Farbe und das Material mir grundsätzlich gut gefallen, aber die Passform ist leider nicht perfekt;6034187929
Katrin;Kleid mit Bindeband;4;0;0;38;155-159;Ich habe das Kleid in Größe 38 bestellt, und die Passform ist wirklich super! Es sitzt wie angegossen und betont die Figur sehr schön. Das Material ist ein leichter Viskosestoff, der sich sehr angenehm auf der Haut anfühlt. Die Qualität scheint sehr gut zu sein, das Kleid ist sauber verarbeitet und macht einen hochwertigen Eindruck. Die Lieferung hat etwas länger gedauert als erwartet, aber es war noch im Rahmen. Die Farbe ist leider etwas anders als auf den Fotos, es ist ein bisschen dunkler, aber trotzdem noch sehr schön. Der Preis ist für die gebotene Qualität absolut gerechtfertigt, ich finde, das Kleid ist sein Geld wert. Der Tragekomfort ist fantastisch! Das Kleid ist super bequem und man kann sich darin gut bewegen. Ich bin rundum zufrieden mit dem Kauf und kann das Kleid nur weiterempfehlen!;3119276141
Birthe;Sommer-Tunika-Kleid aus reiner Baumwolle;5;0;0;40;170-174;Oh mein Gott, wo soll ich anfangen? Als ich dieses Kleid online sah, war es Liebe auf den ersten Blick. Es erinnerte mich sofort an einen verträumten Urlaub in der Provence, an Lavendelfelder und sanfte Brisen. Als es dann ankam, war ich fast ein bisschen enttäuscht. Irgendwie wirkte es nicht ganz so magisch wie auf den Bildern. Aber dann habe ich es angezogen, und plötzlich... war ich wieder in der Provence! Es ist schwer zu beschreiben, aber es hat etwas an sich. Ich bin mir noch nicht sicher, ob ich es behalten soll, aber ich stelle mir schon vor, wie ich es mit Sandalen und einem großen Sonnenhut auf einem Markt in Südfrankreich trage. Vielleicht brauche ich nur das richtige Styling, um die Magie wirklich zu entfalten? Ich lasse mich einfach mal treiben und schaue, was passiert;5171230317
Birthe;Kleid aus reinem Leinen;5;0;0;38;165-169;Normalerweise bin ich eher der Typ für bunte Muster und auffällige Farben, aber dieses schlichte, schwarze Kleid hat mich irgendwie magisch angezogen. Es ist so reduziert, so pur, und trotzdem strahlt es eine gewisse Eleganz aus. Ich bin mir noch nicht sicher, ob es wirklich zu meinem Stil passt, aber ich finde, es hat Potenzial. Ich könnte es mit auffälligem Schmuck aufpeppen, oder mit roten High Heels einen starken Kontrast setzen. Oder vielleicht lasse ich es einfach so, ganz schlicht und minimalistisch? Ich bin noch unentschlossen, aber ich finde es spannend, mit so einem Basic-Teil zu experimentieren. Vielleicht entdecke ich ja eine ganz neue Seite an mir?;6068267683
Birthe;Kleid mit Blütendruck;5;0;0;38;165-169;Dieses Kleid ist... ein Statement! Knallrot, auffälliger Schnitt, einfach wow. Als ich es anprobiert habe, war ich erst einmal ein bisschen überfordert. Es ist so anders als alles, was ich sonst so trage. Aber dann habe ich mich vor den Spiegel gestellt und mir vorgestellt, wie ich damit auf einer Party tanze, alle Blicke auf mich gerichtet. Es hat etwas Befreiendes, so aus sich herauszugehen und etwas völlig Neues auszuprobieren. Ich bin mir noch nicht sicher, ob ich den Mut habe, es wirklich zu tragen, aber ich finde es inspirierend, mich mit so einem starken Kleidungsstück auseinanderzusetzen. Vielleicht ist es ja der erste Schritt, um meine Komfortzone endlich zu verlassen?;3671506765
;;;;;;; ;